SM_Name,Customer_Name,Phone_Number
IFEYINWA MBAH,ROPHIL INTERNATIONAL SCHOOL,07065318491
IFEYINWA MBAH,CONFAB SCHOOL,08060391973
IFEYINWA MBAH,MARANATHA SCHOOLS,08034731785
IFEYINWA MBAH,JOLAR SCHOOL,08023293412
IFEYINWA MBAH,EMISSARY SCHOOL,08030643803
IFEYINWA MBAH,CHIDERA NURSERY AND PRIMARY SCHOOL,08140400447
IFEYINWA MBAH,SHEPHERD BREED NURSERY AND PRIMARY SCHOOL,08027562392
IFEYINWA MBAH,EFOSN NURSERY AND PRIMARY SCHOOL,08108667982
IFEYINWA MBAH,"SHINING LIGHT SCHOOL,LAGOS",--
IFEYINWA MBAH,MAXHILL PREPARATORY SCHOOL,08022338648
IFEYINWA MBAH,DREAM SEED SCHOOL,08064077775
IFEYINWA MBAH,RICHWAY SCHOOL,07084849784
IFEYINWA MBAH,K-PET SCHOOLS,07066026978
IFEYINWA MBAH,MARYLAND COMPREHENSIVE SCHOOL,09066094464
IFEYINWA MBAH,PERFECT PRAISE NURSERY AND PRIMARY SCHOOL,08023003976
IFEYINWA MBAH,DEBBY AND RUBBY NURSERY AND PRIMARY SCHOOL,07088408763
IFEYINWA MBAH,HIS FAVOR NURSERY AND PRIMARY SCHOOL,07039983425
IFEYINWA MBAH,SAVOUR NURSERY AND PRIMARY SCHOOL,08055440025
IFEYINWA MBAH,SUNRISE NURSERY/PRIMARY SCHOOL,07030121356
IFEYINWA MBAH,CAC KIDDIES/ COLLEGE,08102318091
IFEYINWA MBAH,MONIKA SCHOOL,09099544408
IFEYINWA MBAH,ROYAL HILL SCHOOLS, 09044847116
IFEYINWA MBAH,QUEENS COLLEGE YABA,08037279562
IFEYINWA MBAH,TEMPERANCE CHILDREN SCHOOL,0803864544
IFEYINWA MBAH,REVIVAL SCHOOLS,08130609607
IFEYINWA MBAH,CHARIS SCHOOLS,07030978082
IFEYINWA MBAH,VISTAN SCHOOLS,07065305995
IFEYINWA MBAH,SAMTOY SCHOOLS,08069816835
IFEYINWA MBAH, EYE GATE SCHOOLS, 08090971911
IFEYINWA MBAH,COURT HILL COLLEGE,09019901056
IFEYINWA MBAH,SPEEPLADE SCHOOLS,0802315569
IFEYINWA MBAH,MUL-BERRY LAND PRIVATE SCHOOL,08162849616
IFEYINWA MBAH,RELEVANT MIND SCHOOL,09093791343
IFEYINWA MBAH,WINNER SCHOOL,08036292797
IFEYINWA MBAH,TOM CLEAN SCHOOLS, 08051949355
IFEYINWA MBAH,ABI SCHOOLS,08050700978
IFEYINWA MBAH,AMPLIFIED NURSERY AND PRIMARY SCHOOL,08061153222
IFEYINWA MBAH,TAZEEUM MODEL SCHOOL,07032520057
IFEYINWA MBAH,CRAYON CAMPUS SCHOOL,08029035244
IFEYINWA MBAH,SUNRISE NURSEDRY/PRIMARY SCHOOL,09060095090
IFEYINWA MBAH,FOUNTAIN BROOKS MONTESSORI SCHOOL,08023981369
IFEYINWA MBAH,AR-RAHMAN MONTESSORI SCHOOL, 09042373149
IFEYINWA MBAH,ABBEY SUCCESS SCHOOLS,08139442345
IFEYINWA MBAH,SUNRISE NURSEDRY/PRIMARY SCHOOL,07030121356
IFEYINWA MBAH,MARE SCHOOL,07030389003
IFEYINWA MBAH,PARENT PRIDE SCHOOL,08103835694
IFEYINWA MBAH,SHOMS COLLEGE,08187415980
IFEYINWA MBAH,ROOTS GARDEN SCHOOLS,09161027545
IFEYINWA MBAH,SANTA LYDIA SCHOOLS,08023109674
IFEYINWA MBAH,APOSTOLIC CHURCH NURSERY AND PRIMARY SCHOOL,08035138880
IFEYINWA MBAH,KINGSTONE BRIDE SCHOOL,09014797997
IFEYINWA MBAH,LESO-ROUND PRIVATE SCHOOL,08034865889
IFEYINWA MBAH,KINGS HERITAGE SCHOOL,07060405832
IFEYINWA MBAH,TOLVIC PRIVATE SCHOOL,08028187600
IFEYINWA MBAH,GREAT LAS NURSERY AND PRIMARY SCHOOL,08155774226
IFEYINWA MBAH,CHILD LAND NURSERY AND PRIMARY SCHOOL,08035319315
IFEYINWA MBAH,ST LEO CATHOLIC PRIVATE SCHOOL,09139127777
IFEYINWA MBAH,THONYX IMMACULATE SCHOOL,08123219066
IFEYINWA MBAH,TRUST CHILD SCHOOL,07038493141
IFEYINWA MBAH,KIMBERLY CASTLE SCHOOL,091641327990
IFEYINWA MBAH,"EXCEL MONTESSORI SCHOOL, LAGOS",08126913343
IFEYINWA MBAH,QUEEN COLLEGE YABA,08067667008
IFEYINWA MBAH,SAINTS HAVEN SCHOOLS,08162811101
IFEYINWA MBAH,ASTORIA KIDDIES ACADEMY,07030000713
IFEYINWA MBAH,SHEPHERD BREED NURSERY AND PRIMARY SCHOOL,08143061848
IFEYINWA MBAH,THE PLAY DAY PLACE,0803125441
IFEYINWA MBAH,KINGDOM HERITAGE NURSERY/PRIMARY SCHOOL (LAGOS),07060405832
INNOCENT UBAH,SSPETER AND PAUL NURSERY AND PRIMARY SCHOOL,08036375947
INNOCENT UBAH,DOMINON NURSERY AND PRIMARY SCHOOL,08068506145
INNOCENT UBAH,CRYSTALLOID INTERNATIONAL SCHOOL ASABA,08034792033
INNOCENT UBAH,JASMINE CHILDREN SCHOOL,07033096430
INNOCENT UBAH,G3 MONTESSORI SCHOOL,08162664223
INNOCENT UBAH,REDEEMER INTERNATIONAL SCHOOL,08033715133
INNOCENT UBAH,REGINAL MOULD NURSERY AND PRIMARY SCHOOL,07052070271
INNOCENT UBAH,MARBILL NURSERY AND PRIMART SCHOOL,08036906848
INNOCENT UBAH,CATHEDRAL NURSERY AND PRIMARY SCHOOL,08035425866
INNOCENT UBAH,BICO INTERNATIONAL SCHOOL,08059630055
INNOCENT UBAH,LUMEN CHRIST CHRISTI PRIVATE SCHOOL,08163943322
INNOCENT UBAH,YOUNG ARCHIEVERS NURSERY AND PRIMARY SCHOOL,08026264457
INNOCENT UBAH,HOLY MARY ACADEMY,08038243858
INNOCENT UBAH,PLAY LEARN ACADEMY,08037123050
INNOCENT UBAH,PRECIOUS KID ACADEMY,081482581257/ 09150466985
INNOCENT UBAH,JUBLIEE PRIVATE SCHOOL,07039580663
INNOCENT UBAH,GRACEVILLE SCHOOL,09166779461/08033919039
INNOCENT UBAH,OGEAH INTERNATIONAL SCHOOL,08063445890
INNOCENT UBAH,PRIME INTERNATIONAL SCHOOL(ASABA),08035775141
INNOCENT UBAH,REEDEMER COLLEGE INTERNATIONAL SCHOOL,08033715133
INNOCENT UBAH,GLORIOUS KIDS ACADEMY,09135815309
INNOCENT UBAH,DESIRI INTERNATIONAL SCHOOL,080635223379
INNOCENT UBAH,ROSEBUD INTERNATIONAL SCHOOL ,07035394313
INNOCENT UBAH,CEEDEEZ HALL SCHOOL,08160224627
INNOCENT UBAH,DIVINE FAVOUR LIFE NURSERY/PRIMARY SCHOOL,08038164304
INNOCENT UBAH,MASTERCARE INTERNATIONAL SCHOOL,08066727591
INNOCENT UBAH,DEMONSTRATION STAFF SCHOOL,08103601687
INNOCENT UBAH,ROSE BUD,07035394313
INNOCENT UBAH,DES-DIVINE INTERNATIONAL SCHOOL,08037817032
INNOCENT UBAH,MOTHER OF PERPETUAL HELP NURSERY AND PRIMARY SCHOOL,08165205492
INNOCENT UBAH,BENITA NURSERY AND PRIMARY SCHOOL,08033937860
INNOCENT UBAH,BLOOMING HEIGHT ACADEMY,08051215727
INNOCENT UBAH,ALLAHNAH EARLY CHILDHOOD NURSERY AND PRIMARY SCHOOL,08068506145
INNOCENT UBAH,PATRICIA GROUP OF SCHOOL,09028099332
INNOCENT UBAH,OGEAH INTERNATIONAL,08063445890
INNOCENT UBAH,RPIME INTERNATIONAL SCHOOL,08035775141/08033820711
INNOCENT UBAH,STELLA MARIES NURSERY AND PRIMARY SCHOOL,08136768542
INNOCENT UBAH,PROWESS NURSERY AND PRIMARY SCHOOL,08034042086
INNOCENT UBAH,GLORIOUS COLLEGE ACADEMY,09135815309
INNOCENT UBAH,JESUS FOUNDATION NURSERY AND PRIMARY SCHOOL,08035729835
INNOCENT UBAH,HOLYWOOD INTERNATIONAL SCHOOL,08068685968
INNOCENT UBAH,STAR RIGHTACADEMY,08039442467
INNOCENT UBAH,DUKE AND DUCHESS NURSERY AND PRIMARY SCHOOL,07037111538
ISAAC OJONG,RAINDOW ACCADEMY,08030533242
ISAAC OJONG,IXORA ACADENY,07011445545
ISAAC OJONG,SEE THE WAY EDUCATIONAL ACADEMY,08075188200
ISAAC OJONG,SALT AND LIGHT SCHOOL,08140194416
ISAAC OJONG,MIKEL CLINT WORLD CLASS,07067299555
ISAAC OJONG,ABRAHAM ACADEMY,08115101807
ISAAC OJONG,GLOBAL SIGN AND WONDERS ACADEMY, 08036512935
ISAAC OJONG,GREAT EVOLUTION ACADEMY,08133772018
ISAAC OJONG,LEGEND STAR ACADEMY,0701464175
ISAAC OJONG,POTERS INTERNATIONAL SCHOOL,0806282061
ISAAC OJONG,AYIS ACADEMY,08039701583
ISAAC OJONG,WHITEPINE ACADEMY,080333381358
ISAAC OJONG,DIVINE GROVE ACADEMY,09169251276
ISAAC OJONG,ELSHADAI ACADEMY,09077766439
ISAAC OJONG,WISDOM INTERNATIONAL SCHOOL (FCT),08165096072
ISAAC OJONG,DAVIDSON MODEL ACADEMY,08083097073
ISAAC OJONG,GREAT LIGHT VILLE FOUNDATION,08065211195
ISAAC OJONG,APPLEWOOD BRITISH SCHOOL,07063439230
ISAAC OJONG,D KALISTO KIDS ,08165115591
ISAAC OJONG,EBENZER ACADEMY,08060793165
ISAAC OJONG,IMPERIAL HEIGHT ACADEMY,09165503245
ISAAC OJONG,"ADONAI CHILDREN'S ACADEMY, ABUJA",08059251821
ISAAC OJONG,FLASHYGEMS INTERNATIONAL SCHOOL,09084144005
ISAAC OJONG,GOOD FOUNDATION ACADEMY,08161130588
ISAAC OJONG,BEAVERS ACADEMY,08139712279
ISAAC OJONG,GODLY SEED REEMDERS SCHOOL,07067909741
ISAAC OJONG,SHEKINAH SCHOOL,08057591814
ISAAC OJONG,THINGS TO COME ACADEMY,08056633251
ISAAC OJONG,BELLANOR INTERNATIONAL SCHOOL,09082362097
ISAAC OJONG,D LIGHT INTERNATIONAL ,MR SHEGUN
ISAAC OJONG,SALEM INTERNATIONAL SCHOOL,08062555392
ISAAC OJONG,EAGLES BREED ACADEMY,08059251821
ISAAC OJONG,REDEEMERS SECONDARY SCHOOL,08060080728
ISAAC OJONG,GREATER SEED INTERNATIONAL SCHOOL,07062776969
ISAAC OJONG,ROYAL SCHOOL,08073369255
ISAAC OJONG,BAPTIST INTERNATIONAL SCHOOL,09096060251
ISAAC OJONG,MUSTARD SEED SCHOOL,07035631113
ISAAC OJONG,CORONATION ACADEMY,07034874114
ISAAC OJONG,BABYLOVE INTERNATIONAL ,08151804525
ISAAC OJONG,PEDMAX INTERNATIONAL SCHOOL,08069379306
ISAAC OJONG,"TRINITY ACADEMY, ABUJA",08093293756
ISAAC OJONG,SOLID ROCK INTERNATIONAL SCHOOL,07061383959
ISAAC OJONG, BRAINS AND PENS ACADEMY,08134626948
ISAAC OJONG,DANTHONY INTERNATIONAL ACADEMY,08143395688
ISAAC OJONG,WHOLESALE START SCHOOL,08062241810
ISAAC OJONG,LUGBE INTERNATIONAL SCHOOL,08169860274
ISAAC OJONG,STRONG BASE INTERNATIONAL SCHOOL, 08136684446
ISAAC OJONG,ALL SUFFICIENT GOD SCHOOL, 09117647350
ISAAC OJONG,SUNLIGHT INTERNATIONAL SCHOOL, 08060265010
ISAAC OJONG,BLOSSOM INTERNATIONAL SCHOOL,09015799377
ISAAC OJONG,G INJAS SCHOOL,08035296696
ISAAC OJONG,EXCELLENT WAY INTERNATIONAL SCHOOL,09060748796
ISAAC OJONG,WINNERS ACADEMY,08126267070
ISAAC OJONG,FLOURISH GARDEN,08088084888
ISAAC OJONG,NOVUS SUPER STAR ACADEMY,07066707667
ISAAC OJONG,PECULIAR BRITISH SCHOOL,08160854914
ISAAC OJONG,FULMOON ACADEMY,07067151344
ISAAC OJONG,VINE SUCCESS INTERNATIONAL SCHOOL,08035161021
ISAAC OJONG,NATURE SPRING ACADEMY, 08038815320
ISAAC OJONG,"SHINING STAR ACADEMY, LUGBE",081000371707
ISAAC OJONG,DE GRACY AND DEDA INTERNATIONAL SCHOOL,08106440815
ISAAC OJONG,LANTERN MARIA ACADEMY,08062141010
ISAAC OJONG, DIAMOND STANDARD SCHOOL,09061360069
ISAAC OJONG,MELLOW HILLS,09047918224
ISAAC OJONG,SMART AND BOLD INTERNATIONAL SCHOOL,08168675530
ISAAC OJONG, AMITY KIDS INTERNATIONAL SCHOOL,08140633323
ISAAC OJONG,TREASURE HOMES INTERNATIONAL SCHOOL,08034967631
ISAAC OJONG,BRIDAM INTERNATIONAL,09068376577
ISAAC OJONG,CATENA INTERNATIONAL SCHOOL,08100379125
ISAAC OJONG,JOYFUL FAMILY ACADEMY,09126680316
ISAAC OJONG,HERITAGE AND ASSET ACADEMY,08138567302
ISAAC OJONG,GREAT EMMANUEL INTERNATIONAL SCHOOL, 09031849012
ISAAC OJONG,BRIGHT EYED CHILD ACADEMY,08058384121
ISAAC OJONG,"EXCELLENCE LEADERSHIP ACADEMY, ABUJA",08154776364
ISAAC OJONG,MABELBA GLOBAL SCHOOL,0906679230
ISAAC OJONG,SAMUELSON INTERNATIONAL SCHOOL,08065683997
ISAAC OJONG,MORFOL INTERNATIONAL ACADEMY,09160419974
ISAAC OJONG,PROCON ACADEMY, 08055242610
ISAAC OJONG,ROYAL BELLS ACADEMY,09061602207
ISAAC OJONG,FOCUS ACADEMY,08055776971
ISAAC OJONG,GODLY IMPERIAL INTERNATIONAL SCHOOL,08165458721
ISAAC OJONG,PEARLS BRIDGE INTERNATIONAL SCHOOL,08144983920
ISAAC OJONG,EXPIRJ INTERNATIONAL SCHOOL,07031935227
ISAAC OJONG,SINFONIA INTERNATIONAL SCHOOL,08064120258
ISAAC OJONG,TITEMI INTERNATIONAL SCHOOL,07046981203
ISAAC OJONG,FRESH BRAINS ACADEMY,07035982880
ISAAC OJONG,DOBBIES INTERNATIONAL SCHOOL,07037704561
ISAAC OJONG,BLESSED AND PRECIOUS INTERNATIONAL SCHOOL,09064116474
ISAAC OJONG,AL MUFLIHOON INTGERNATIONAL SCHOOL,08059119888
ISAAC OJONG,CRESTVILLE INTERNATIONAL SCHOOL,08032434684
ISAAC OJONG,IBN ISLAMIC SCHOOL,09039178065
ISAAC OJONG,KETSU ACADEMY,08038081193
ISAAC OJONG,SIRIUS INTERNATIONAL SCHOOL,08159475614
ISAAC OJONG,ABUNDANCE IMPACT SCHOOL,08036560660
ISAAC OJONG,THRIVE ACADEMY,09125789204
ISAAC OJONG, MAVINSON ACADEMY,09063772131
ISAAC OJONG,PEM INTERNATIONAL SCHOOL,08051723844
ISAAC OJONG,BLEP ACADEMY, 08053522202
ISAAC OJONG,GODS FAVOUR NURSERY AND PRIMARY SCHOOL,08065655319
ISAAC OJONG,PHILADELPHIA INTERNATIONAL SCHOOL,07062245609
ISAAC OJONG,MIRIZI SCHOOLS,08055561193
ISAAC OJONG,FIRST CHOICE ACADEMY,09037858386
ISAAC OJONG,SKYLINE MODERN SCHOOL,08184852198
ISAAC OJONG,PISTIS BAPTIST ACADEMY,07039338941
ISAAC OJONG,THE LORD AND ROCK SCHOOL,0031056091
ISAAC OJONG,SINAVILLE INTERNATIONAL SCHOOL,08036835850
ISAAC OJONG,TUMMY BERRY SCHOOL,08032918221
ISAAC OJONG,KING OF KINGS INTERNATIONAL SCHOOL, 08057905274
ISAAC OJONG,AMITY KIDS INTERNATIONAL SCHOOL,08140633323
ISAAC OJONG,ORGANIC MIND BRITISH SCHOOL,08037419828
ISAAC OJONG,PRECIOUS EBBY INTERNATIONAL SCHOOL,08034620947
ISAAC OJONG,DIVINE WISDOM INTERNATIONAL SCHOOL,08027242009
ISAAC OJONG,TALENTED KIDS ACADEMY,08036014858
ISAAC OJONG,SHEKINAH KIDDIES ACADEMY,07037812810
ISAAC OJONG,YUV ACADEMY,08151416111
ISAAC OJONG,ANGELUS INTERNATIONAL SCHOOL,08036462455
ISAAC OJONG,MARICH ACADEMY,08189387050
ISAAC OJONG,RADIANT FIRST CLASS,08137937971
ISAAC OJONG,ELMONT INTERNATIONAL SCHOOL,08037189121
KAYODE ADENIJI JOHNPAUL,CEDAR COURT BRITISH INTERNATIONAL SCHOOL,07063798562
KAYODE ADENIJI JOHNPAUL,UMEAIR INTERNATIONAL ,07038615317
KAYODE ADENIJI JOHNPAUL,SALVATION INTERNATIONAL SCHOOL,07061720777
KAYODE ADENIJI JOHNPAUL,KING & QUEEN (PORT HARCOURT),09057188414
KAYODE ADENIJI JOHNPAUL,WHITEPIN INTERNATIONAL SCHOOL,0814289002
KAYODE ADENIJI JOHNPAUL,BOFOAT MODEL INTERNATIONAL  SCHOOL,08125978174
KAYODE ADENIJI JOHNPAUL,CALVARY COLLEGE,07155091164
KAYODE ADENIJI JOHNPAUL,KINGDOM HERITAGE SCHOOL (PORT HARCOURT),07086445667
KAYODE ADENIJI JOHNPAUL,SUCCESS ACADEMY  ,08033104219
KAYODE ADENIJI JOHNPAUL,PALM COURT INTERNATIONAL SCHOOL,09184305501
KAYODE ADENIJI JOHNPAUL,HERITAGE INTERNATIONAL SCHOOL,07083119034
KAYODE ADENIJI JOHNPAUL,FOUNTAIN OF DIVINE KNOWLEDGE SCHOOL,08133275094
KAYODE ADENIJI JOHNPAUL,MARYGOLD INTERNATIONAL SCHOOL(PORT HARCOURT),08033167499
KAYODE ADENIJI JOHNPAUL,DIVINE GIFT INTERNATIONAL SCHOOL,07032903982
KAYODE ADENIJI JOHNPAUL,TREASURE NUR/PRY SCHOOL,08057333901
KAYODE ADENIJI JOHNPAUL,WHITE GROVE BRTISH INTERNATIONAL SCHOOL,08033102838
KAYODE ADENIJI JOHNPAUL,MARYLAND INTERNATIONAL SCHOOL,07064725996
KAYODE ADENIJI JOHNPAUL,HALLEL COLLEGE INTERNATIONAL SCHOOL,08033409685
KAYODE ADENIJI JOHNPAUL,TREASURE INTERNATIONAL SCHOOL,080285981124
KAYODE ADENIJI JOHNPAUL,LOVE WISDOM INTERNATIONAL SCHOOL,07065671073
KAYODE ADENIJI JOHNPAUL,SKY INTERNATIONAL SCHOOL,07112780024
KAYODE ADENIJI JOHNPAUL,GATE WAY INTERNATIONAL SCHOOL,08174518906
KAYODE ADENIJI JOHNPAUL,ACADEMY OF SUCCESS COLLEGE,08073094167
KAYODE ADENIJI JOHNPAUL,"SOLID ACADEMY INTERNATIONAL SCHOOL, RIVER STATE",08157534251
KAYODE ADENIJI JOHNPAUL,EXCEL NURSERY AND PRIMARY SCHOOL,08021406011
KAYODE ADENIJI JOHNPAUL,DAYTON MODEL SCHOOL,08037403165
KAYODE ADENIJI JOHNPAUL,GLORYLAND INTERNATIONAL SCHOOL,09019864118
KAYODE ADENIJI JOHNPAUL,EGGHEAD INTERNATIONAL SCHOOL,07063763875
KAYODE ADENIJI JOHNPAUL,ESCHOL INTERNATIONAL SCHOOL,090202243351
KAYODE ADENIJI JOHNPAUL,DE PRINCE INTERNATIONAL SCHOOL,08061321849
KAYODE ADENIJI JOHNPAUL,BERYL BROOKS PREMIER SCHOOL,07067456363
KAYODE ADENIJI JOHNPAUL,MACSHARON INTERNATIONAL SCHOOL,07067403920
KAYODE ADENIJI JOHNPAUL,EMRAID COLLEGE,09065270774
KAYODE ADENIJI JOHNPAUL,SLEEK ANGEL INTERNATIONAL SCHOOL,08037764935
KAYODE ADENIJI JOHNPAUL,WOODBERRY INTERNATIONAL SCHOOL,08169424015
KAYODE ADENIJI JOHNPAUL,VINE INT'L SCHOOL,08135595262
KAYODE ADENIJI JOHNPAUL,EDUCATE INT'L SCHOOL,08072061812
KAYODE ADENIJI JOHNPAUL,FLOURISH INTERNATIONAL SCHOOL,07031593115
KAYODE ADENIJI JOHNPAUL,"FEDERAL GOVERNMENT GIRLS COLLEGE STAFF SCHOOL, ABULOMA",09043976537
KAYODE ADENIJI JOHNPAUL,SONIKA INT'L SCHOOL, 08037093142
KAYODE ADENIJI JOHNPAUL,VENOCREST INT'L SCHOOL,08034161055
KAYODE ADENIJI JOHNPAUL,"ROYAL KIDS INTERNATIONAL, PORTHARCOURT",08034383467
KAYODE ADENIJI JOHNPAUL,JESUIT MEMORIAL COLLEGE,08033124218
KAYODE ADENIJI JOHNPAUL,OUR LADY OF FATIMA COLLEGE, 07192470021
KAYODE ADENIJI JOHNPAUL,AVE MARIA INT'L ACADEMY, 08141816661
KAYODE ADENIJI JOHNPAUL,KINGDOM NURSERY AND PRIMARY SCHOOL,07072208943
KAYODE ADENIJI JOHNPAUL,ALADUMO INTERNATIONAL SCHOOL,08135010840
KAYODE ADENIJI JOHNPAUL,LITTLE ME INTERNATIONAL SCHOOL,MRS FAVOUR
KAYODE ADENIJI JOHNPAUL,BEXCEL INTERNATIONAL SCHOOL,08134694107
KAYODE ADENIJI JOHNPAUL,BRIGHTER INTERNATIONAL SCHOOL,08177510834
KAYODE ADENIJI JOHNPAUL,MILADE MODEL SCHOOL,08033806526
KAYODE ADENIJI JOHNPAUL,ROSEMARY INTERNATIONAL SCHOOL,07086742167
KAYODE ADENIJI JOHNPAUL,BUSY MINDS SCHOOL,08053554479
KAYODE ADENIJI JOHNPAUL,BOOKSTORE SCHOOL,07043986431
KAYODE ADENIJI JOHNPAUL,VIVNAN INTERNATIONAL SCHOOL,08068461337
KAYODE ADENIJI JOHNPAUL,REGAL GEMS MONTESSORI SCHOOL,08137940766
KAYODE ADENIJI JOHNPAUL,HOLY TRINITY INTERNATONAL SCHOOL,07056740953
KAYODE ADENIJI JOHNPAUL,. STELLA MARIS COLLEGE, 08037847296
KAYODE ADENIJI JOHNPAUL,SANTACELI INTERNATIONAL SCHOOL,07061724133
KAYODE ADENIJI JOHNPAUL,GREATER TOMORROW INTERNATIONAL COLLEGE (PORT HARCOURT),08065897372
KAYODE ADENIJI JOHNPAUL,BLUEBELL MONTESSORI SCHOOL,09155096411
KAYODE ADENIJI JOHNPAUL,PRECIOUS MOMENT INTERNATIONAL SCHOOL,08164682125
KAYODE ADENIJI JOHNPAUL,OUR GLORIOUS INTERNATIONAL SCHOOL,08036681816
KAYODE ADENIJI JOHNPAUL,EMISARY NUR/PRY SCHOOL,08123649047
KAYODE ADENIJI JOHNPAUL,GREAT LIGHT INTERNATIONAL SCHOOL,08033316780
KAYODE ADENIJI JOHNPAUL,"SEED OF KNOWLEDGE INTERNATIONAL SCHOOL ,RIVERS",08133750809
KAYODE ADENIJI JOHNPAUL,ROYAL NURSERY/PRIMARY SCHOOL,09127524690
KAYODE ADENIJI JOHNPAUL,JAVIN INTERNATIONAL SCHOOL,09034562801
KAYODE ADENIJI JOHNPAUL,EDUFORT INTERNATIONAL SCHOOL ,08164192269
KAYODE ADENIJI JOHNPAUL,BUTTERSCORE INTERNATIONAL SCHOOL,08064259383
KAYODE ADENIJI JOHNPAUL, ST MARY CATHOLIC MODEL HIGH SCHOOL, 08039564586
KAYODE ADENIJI JOHNPAUL,GLORY INTERNATIONAL COLLEGE,08164329064
LAWRENCE AGADA,CITI POINT SCHOOL,07076348299
LAWRENCE AGADA,ROCHAS FOUNDATIOMJ COLLEGE ,07031616385
LAWRENCE AGADA,ST LUKES COLLAGE,06163857031
LAWRENCE AGADA,ARISTOCRAT JEWELS ACADEMY,08034550480
LAWRENCE AGADA,VICTORY INTERNATIONAL SCHOOL,07064299397
LAWRENCE AGADA,ADONAI CHILDREN SCHOOL,08036195286
LAWRENCE AGADA,MOUNT CARMEL,08089409223
LAWRENCE AGADA,CHRIST DIVINE SCHOOL,08034638148
LAWRENCE AGADA,CHIVELS INTERANTIONAL SCHOOL,08067835055
LAWRENCE AGADA,GREAT BLESSING ACADEMY ,08036134148
LAWRENCE AGADA,WHITE DIAMOND ACADEMY ,07039232413
LAWRENCE AGADA,GLORIOUS PRAISE GLOBAL ACADEMY,08067193655
LAWRENCE AGADA,DIVINE WISDOM ACADEMY,08068637606
LAWRENCE AGADA,MISSION HIGH SCHOOL,07069525006
LAWRENCE AGADA,PATHFINDER ACADEM Y,08134721466
LAWRENCE AGADA,DIVINE EAGLET MISSION,08034831118
LAWRENCE AGADA,FLORYVILLE SCHOOL,08039677058
LAWRENCE AGADA,EL-SHAMA BILINGUAL INTRNATIONAL SCHOOL,08107831325
LAWRENCE AGADA,KIDS ARK ACADEMY,07030086586
LAWRENCE AGADA,COCIN PRIVATE SCHOOL,08035016695
LAWRENCE AGADA,EBENEZAR HIGH SCHOOL,07047821055
LAWRENCE AGADA,ST AUGUSTINE PRIVATE SCHOOL,08035957033
LAWRENCE AGADA,DADIN KOWA PRIVATE SCHOOL,08065636857
LAWRENCE AGADA,SACRED SCHOLARS,08033271030
LAWRENCE AGADA,LEGACY ACADEMY,08035381991
LAWRENCE AGADA,SHUNA ACADEMY,09097614833
LAWRENCE AGADA,BLESSED ACADEMY COMPREHENSIVE SCHOOL,08032523495
LAWRENCE AGADA,TAMARA FAIRVIEW SCHOOL,08138298325
LAWRENCE AGADA,THE UNIQUE HIGH SCHOOL,07069773514
LAWRENCE AGADA,EDUCARE PRIVATE,08167299594
LAWRENCE AGADA,EL-SHAMA INTERNATIONAL SCHOOL,08030476484
LAWRENCE AGADA,BILGADE HIGH SCHOOL,08033664031
LAWRENCE AGADA,EMMANUEL INTERNATIONAL COLLEGE(SECONDARY SCHOOL),08036044052
LAWRENCE AGADA,GLORYLAND VILLE ACADEMY,07039266496
LAWRENCE AGADA,BOMAS ACADEMY,08036058313
LAWRENCE AGADA,MARIAM KIDDY ACADEMY,07063642642
LAWRENCE AGADA,ST. THERESA GIRLS COLLEGE,08036110624
LAWRENCE AGADA,KINGDOM CITIZEN INTERNATIONAL SCHOOL,09136981954
LAWRENCE AGADA,INHERITANCE MODEL SCHOOL,07031160630
LAWRENCE AGADA,GODS FAVORITE ACADEMY,08147157467
LAWRENCE AGADA,ST BARTHOLOMEOS ANGLICAN SCHOOL,09037894228
LAWRENCE AGADA,ST PIRIANS DAY HIGH SCHOOL,09023567545
LAWRENCE AGADA,LOFY MEMORIAL INSTITUTE,07032902191
LAWRENCE AGADA,PLATEAU COMPREHENSIVE COLLEGE,08079998815
LAWRENCE AGADA,ALAMA PRIVATE SCHOOL,07064807211
LAWRENCE AGADA,TRESURE FIELD COLLEGE,07034564151
LAWRENCE AGADA,BISHOP COLLEGE JOS,08036412361
LAWRENCE AGADA,PRIME INTERNATIONAL SCHOOL(JOS),07035055653	
LAWRENCE AGADA,BUKEN ACADEMY,08063636658
LAWRENCE AGADA,ST AUGUSTINE SECONDARY SCHOOL JOS,08030602624
LAWRENCE AGADA,MAJEMA COLLEGE,08141910924
LAWRENCE AGADA,SWEET ANGEL ACADEMY,08188844045
LAWRENCE AGADA,PRECIOUS MODEL SCHOOL,0803666362
LAWRENCE AGADA,ELYON ACADEMY,09164041785
LAWRENCE AGADA,CHOJI COMPREHENSIVE SCHOOL,07035934307
LAWRENCE AGADA,YILRET ACADEMY,08036359389
LAWRENCE AGADA,EL KABOD SCHOOL,07038631938
LAWRENCE AGADA,EMUS SCHOOL,08065483275
LAWRENCE AGADA,GREAT BLESSSED ,08036578129
LAWRENCE AGADA,BETHEL INTERNATIONAL SCHOOL,08036214644
LAWRENCE AGADA,YEDI PRIVATE SCHOOL,09086091474
LAWRENCE AGADA,BENVIAN PRIMARY AND NURSERY SCHOOL,08034735722
LAWRENCE AGADA,SUNSHINE INTERNATIONAL SCHOOL,0814834042
LAWRENCE AGADA,ELIM SCHOOL,07012967616
LAWRENCE AGADA,LYS ACADEMY ,08035334707
